asset_id,asset_name,ip_address,vuln_details.asset_count,vuln_details.asset_fixed_count,vuln_details.asset_mitigated_count,vuln_details.finding_number,vuln_details.finding_name,vuln_details.finding_count,vuln_details.finding_cve,vuln_details.finding_discovered,vuln_details.finding_exploitable,vuln_details.finding_iava,vuln_details.finding_result,vuln_details.finding_severity,vuln_details.finding_status,vuln_details.issue_open_count,vuln_details.issue_closed_count,vuln_details.issues,vuln_details.scan_date,vuln_details.scan_type,vuln_details.due_date
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-10757-2f1b01c44a22e83258ae9b2fbc90878a,A flaw was found in the Linux Kernel in versions after 4.5-rc1 in the way mremap handled DAX Huge Pages. This flaw allows a loca - Severity Adjusted From: Medium,1,CVE-2020-10757,2020-09-30 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-25645-19abc7d674763aa0e897e00156d56bc8,A flaw was found in the Linux kernel in versions before 5.9-rc7. Traffic between two Geneve endpoints may be unencrypted when IP - Severity Adjusted From: Medium,1,CVE-2020-25645,2021-03-24 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-14331-21be68fd2f28727d1e5fee201c3a40bb,A flaw was found in the Linux kernel?s implementation of the invert video code on VGA consoles when a local attacker attempts to - Severity Adjusted From: High,1,CVE-2020-14331,2021-01-13 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-22555-53aef25173495eba9f8c32b1bfa9b161,A heap out-of-bounds write affecting Linux since v2.6.19-rc1 was discovered in net/netfilter/x_tables.c. This allows an attacker - Severity Adjusted From: Medium,1,CVE-2021-22555,2021-07-21 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-4034-6d808c7547eff9876711d8aac01af7cf,A local privilege escalation vulnerability was found on polkit's pkexec utility. The pkexec application is a setuid tool designe - Severity Adjusted From: High,1,CVE-2021-4034,2022-02-09 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-8616-27926072d70385576d2737bff8a07e58,A malicious actor who intentionally exploits this lack of effective limitation on the number of fetches performed when processin - Severity Adjusted From: Medium,1,CVE-2020-8616,2020-09-30 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-3752-86eed6aeb5dcfa9b4e3441106db21776,A use-after-free flaw was found in the Linux kernel?s Bluetooth subsystem in the way user calls connect to the socket and discon - Severity Adjusted From: High,1,CVE-2021-3752,2022-04-02 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-45417-acce85a9fc0bf3e334efa4ddf2c45a2e,AIDE before 0.17.4 allows local users to obtain root privileges via crafted file metadata (such as XFS extended attributes or tm - Severity Adjusted From: High,1,CVE-2021-45417,2022-02-23 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2018-16864-4e31eed41fdeb4461af6ffe925c9b6c6,"An allocation of memory without limits, that could result in the stack clashing with another memory region, was discovered in sy - Severity Adjusted From: Medium",1,CVE-2018-16864,2019-07-31 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2018-16865-f47b36ed61ad3832ab6bdc49ccef08fd,"An allocation of memory without limits, that could result in the stack clashing with another memory region, was discovered in sy - Severity Adjusted From: Medium",1,CVE-2018-16865,2019-07-31 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-14363-3856f8222cdafd98727064d593ab8cb2,An integer overflow vulnerability leading to a double-free was found in libX11. This flaw allows a local privileged attacker to  - Severity Adjusted From: Medium,1,CVE-2020-14363,2021-01-13 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-27219-202ae2a765b80200b46ba0057e30e835,An issue was discovered in GNOME GLib before 2.66.6 and 2.67.x before 2.67.3. The function g_bytes_new has an integer overflow o - Severity Adjusted From: Medium,1,CVE-2021-27219,2021-06-09 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-22543-91580fd89ea2d462b81f54f3a57446b3,An issue was discovered in Linux: KVM through Improper handling of VM_IO|VM_PFNMAP vmas in KVM can bypass RO checks and can lead - Severity Adjusted From: Medium,1,CVE-2021-22543,2021-10-27 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-42574-53b89a0f8cbfa1b1144a17ede6977962,An issue was discovered in the Bidirectional Algorithm in the Unicode Specification through 14.0. It permits the visual reorderi - Severity Adjusted From: Medium,1,CVE-2021-42574,2021-11-17 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-3347-07b499a9c99b8039a1d38a786597327d,An issue was discovered in the Linux kernel through 5.10.11. PI futexes have a kernel stack use-after-free during fault handling - Severity Adjusted From: High,1,CVE-2021-3347,2021-06-23 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-27365-4effe7ca6e7213adcff592d484746b9b,An issue was discovered in the Linux kernel through 5.11.3. Certain iSCSI data structures do not have appropriate length constra - Severity Adjusted From: Medium,1,CVE-2021-27365,2021-04-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-27364-185ef91e642fa7702ce41790ed150695,An issue was discovered in the Linux kernel through 5.11.3. drivers/scsi/scsi_transport_iscsi.c is adversely affected by the abi - Severity Adjusted From: Low,1,CVE-2021-27364,2021-04-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-14305-00beb6f30577cf41a0c12bd02c7368fd,An out-of-bounds memory write flaw was found in how the Linux kernel?s Voice Over IP H.323 connection tracking functionality han - Severity Adjusted From: High,1,CVE-2020-14305,2020-10-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-45960-34ed3a8f7c90a98dbea5bddae5128009,"In Expat (aka libexpat) before 2.4.3, a left shift by 29 (or more) places in the storeAtts function in xmlparse.c can lead to re - Severity Adjusted From: High",1,CVE-2021-45960,2022-04-02 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2022-25315-6ba8a0e4353b39cae8c7ab16dc378f54,"In Expat (aka libexpat) before 2.4.5, there is an integer overflow in storeRawNames. - Severity Adjusted From: High",1,CVE-2022-25315,2022-04-02 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-25217-e71be9f8d0c5493d4ae185301fa3f841,"In ISC DHCP 4.1-ESV-R1 -&gt; 4.1-ESV-R16, ISC DHCP 4.4.0 -&gt; 4.4.2 (Other branches of ISC DHCP (i.e., releases in the 4.0.x series o - Severity Adjusted From: Low",1,CVE-2021-25217,2021-06-23 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2019-17006-8767e35d0b4ad1cf726301b09cfb0f8c,"In Network Security Services (NSS) before 3.46, several cryptographic primitives had missing length checks. In cases where the a - Severity Adjusted From: High",1,CVE-2019-17006,2020-10-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2019-18634-c9482ab22ec4531192509610f513a11c,"In Sudo before 1.8.26, if pwfeedback is enabled in /etc/sudoers, users can trigger a stack-based buffer overflow in the privileg - Severity Adjusted From: Medium",1,CVE-2019-18634,2020-09-30 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2019-14866-5f5d3da564b38f4f30ac3f1db136a1bd,In all versions of cpio before 2.13 does not properly validate input files when generating TAR archives. When cpio is used to cr - Severity Adjusted From: Medium,1,CVE-2019-14866,2020-10-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2021-46143-3dc036db36f2625c2e5cc9f7f503cca4,"In doProlog in xmlparse.c in Expat (aka libexpat) before 2.4.3, an integer overflow exists for m_groupSize. - Severity Adjusted From: Medium",1,CVE-2021-46143,2022-04-02 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2020-12243-8f094e65ac9d1a1c28fdac2a45873dfe,"In filter.c in slapd in OpenLDAP before 2.4.50, LDAP search filters with nested boolean expressions can result in denial of serv - Severity Adjusted From: Medium",1,CVE-2020-12243,2020-10-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
17276779,eddbmp17,10.244.13.87,1,0,0,CVE-2019-15903-4e37d0a3fe4f513d25836a3ed04352c0,"In libexpat before 2.2.8, crafted XML input could fool the parser into changing from DTD parsing to document parsing too early;  - Severity Adjusted From: Medium",1,CVE-2019-15903,2020-10-14 00:00:00,1,,FAILED,Critical,Active,0,0,,2022-05-05,TANIUM,
